DOCID|REFERENCE|ETABLISSEMENT|RESEAU|CONTACT|EMAILCONTACT|SITEWEB|TELEPHONE|FAX|HANDICAPS|CODEPOSTAL|ADRESSE|REGION|DEPARTEMENT|VILLE|ACTIVIT
80596|2013-05989|Gîte de groupe de l'Annexe du Presbytère|Tourisme et Handicap|M. Bernard|paysflorentais@cc-fercher.fr|http://www.cc-fercher.fr|248262871|248552678|auditif ; mental|18290|Le Bourg|Centre -  Val de Loire|CHER|PLOU|Meublé de tourisme
80597|2013-05990|Gîte de groupe du Presbytère|Tourisme et Handicap|M. Bernard|paysflorentais@cc-fercher.fr|http://www.cc-fercher.fr|248262871|248552678|auditif ; mental|18290|Le Bourg|Centre -  Val de Loire|CHER|PLOU|Meublé de tourisme
80601|2013-05994|Office de Tourisme de St Amand Montrond|Tourisme et Handicap|M. Vincon|Contact.tourisme@ville-saint-amand-montrond.fr|http://www.st-amand-tourisme.com|248961686|248964664|auditif ; mental ; moteur ; visuel|18200|Place de la République|Centre -  Val de Loire|CHER|SAINT AMAND MONTROND|Office de tourisme
80602|2013-05995|Chambres d'Hôtes n°CB21401|Tourisme et Handicap|Mme Claudine Baert|claudine.baert@orange.fr|http://chambredhotedelajunchere.blog4ever.com|248753386|248753386|auditif ; visuel ; moteur ; mental|18100|La Junchère|Centre -  Val de Loire|CHER|SAINT HILAIRE DE COURT|Chambre d'hôtes
80603|2013-05996|Gîte rural n°CB21610 EC|Tourisme et Handicap|Mme Danièle Renaud|||248563268|248563268|auditif ; moteur ; mental|18230|La Geole|Centre -  Val de Loire|CHER|SAINT HILAIRE EN LIGNIÈRES|Meublé de tourisme
80604|2013-05997|Camping Municipal de La Salle|Tourisme et Handicap|M. Fabrice Chollet|auxigny.stmartin@wanadoo.fr||248645058|248645257|auditif ; visuel ; mental|18110|Route de l'Etang|Centre -  Val de Loire|CHER|SAINT MARTIN D'AUXIGNY|Camping
80605|2013-05998|Point informations touristiques de Saint-Satur|Tourisme et Handicap|Mme Bailly|otsi.saint.satur@wanadoo.fr|http://www.tourisme-sancerre.com|248540130|248518032|auditif ; mental ; visuel|18300|25 rue du Commerce|Centre -  Val de Loire|CHER|SAINT SATUR|Office de tourisme
80607|2013-06000|Office de Tourisme de Sancerre|Tourisme et Handicap|M. Fabrice  Robineau|ot.sancerre@wanadoo.fr|http://www.tourisme-sancerre.com|248540821|248780358|auditif ; moteur ; mental|18300|Esplanade Porte César|Centre -  Val de Loire|CHER|SANCERRE|Office de tourisme
80609|2013-06002|Domaine Eric Louis|Tourisme et Handicap|M. Eric Louis|ericlouis@sancerre-ericlouis.com|http://www.sancerre-ericlouis.com|248799146|248799348|auditif ; visuel ; moteur ; mental|18300|26 rue de la Mairie|Centre -  Val de Loire|CHER|THAUVENAY|Lieu de visite
80610|2013-06003|Grange Pyramidale|Tourisme et Handicap|M. Gille Henri Doucet|otsi.vaillysursauldre@wanadoo.fr|http://www.officedetourismepaysfort.com|248738757|248738757|mental|18260|Route de Concressault|Centre -  Val de Loire|CHER|VAILLY SUR SAULDRE|Lieu de visite
80612|2013-06005|Hôtel Restaurant Campanile|Tourisme et Handicap|M. Patrice Hunault|vierzon@campanile.fr|http://www.campanile.fr|248831120|248831122|visuel|18100|Route de Bourges|Centre -  Val de Loire|CHER|VIERZON|Hôtel
80615|2013-06008|Office de Tourisme du Pays de Vierzon|Tourisme et Handicap|M. Sandrier|contact@tourisme-paysdevierzon.fr|http://www.officedetourismedevierzon.com|248530614|248530930|auditif ; mental ; moteur|18100|5 Bis Place Foch|Centre -  Val de Loire|CHER|VIERZON|Office de tourisme
80616|2013-06009|Sentier de La Salamandre|Tourisme et Handicap|M. Nicolas Friand|audrey.courcelaud@onf.fr|http://www.onf.fr|||auditif ; moteur ; mental|18100|Route de Neuvy sur Barangeon|Centre -  Val de Loire|CHER|VIERZON|Sport de nature
80617|2013-06010|Camping La Noue de L'Anse|Tourisme et Handicap|M. Bruno Didelot|paysflorentais@cc-fercher.fr|http://www.cc-fercher.fr|0248556660/0248232208|248552678|auditif|18400|La Noue de L'Anse|Centre -  Val de Loire|CHER|VILLENEUVE SUR CHER|Camping
80618|2013-06011|L'Auberge du Feuillage|Tourisme et Handicap|M. Yves Guyon|yvesguyon@wanadoo.fr||248516260|248511876|auditif ; moteur ; mental|18330|12 Route du Feuillage|Centre -  Val de Loire|CHER|VOUZERON|Restaurant
80619|2013-06012|Gite d'étape et de séjour de la Feuillarderie|Tourisme et Handicap|M. Jouannet|gite.feuillarderie@orange.fr||248511215||mental|18330|3 route de Vierzon|Centre -  Val de Loire|CHER|VOUZERON|Meublé de tourisme
80621|2013-06014|Restaurant Café Douceur|Tourisme et Handicap|Mme Catoire|cafedouceur@aol.com||555286705||auditif ; mental|19120||Nouvelle Aquitaine|CORREZE|BEAULIEU|Café, bar, brasserie
80622|2013-06015|Village Vacances La Riviera Limousine|Tourisme et Handicap|M. Eric Journiat|larivieralimousine@mvacances.com|http://www.mvacances.com|55591555|55591684|auditif ; moteur ; mental|19120|Altillac|Nouvelle Aquitaine|CORREZE|BEAULIEU SUR DORDOGNE|Village de vacances
80623|2013-06016|Plan d'eau de Miel|Tourisme et Handicap|M.Monteil|info@camping-miel.com|http://www.camping-miel.com|664697989|555281212|auditif ; mental|19190|Rue de la Mairie|Nouvelle Aquitaine|CORREZE|BEYNAT|Sport de nature
80624|2013-06017|Gîte Retrouvance de Larfeuil|Tourisme et Handicap|M.Monpoix|jacques.monpoix@onf.fr|http://www.onf.fr|555345313|555325793|auditif ; mental|19170||Nouvelle Aquitaine|CORREZE|BONNEFOND|Meublé de tourisme
80625|2013-06018|Gite de Mme Leymat|Tourisme et Handicap|Mme Leymat|j-leymat@orange.fr||555254673||auditif ; visuel ; moteur ; mental|19500|Le Clos|Nouvelle Aquitaine|CORREZE|BRANCEILLES|Meublé de tourisme
80629|2013-06022|Meublé Chanac les Mines|Tourisme et Handicap|M. et Mme Monedière|roger-sylviemonediere@orange.fr|http://www.gitelemonediere.com|555265986||auditif ; moteur|19150|Le Bourg|Nouvelle Aquitaine|CORREZE|CHANAC LES MINES|Meublé de tourisme
80630|2013-06023|Restaurant Le Périgord|Tourisme et Handicap|M. et Mme Thouvenin|restaurant.le.perigord.donzenac@orange.fr||555857234||auditif ; visuel ; mental ; moteur|19270||Nouvelle Aquitaine|CORREZE|DONZENAC|Restaurant
80632|2013-06025|Meublé de Tourisme 4 personnes|Tourisme et Handicap|Mme Lucette Plas||http://www.gites-de-France-limousin.com/hebergements/gites-ruraux/156346102|555980485||auditif ; visuel ; moteur ; mental|19140|Nussas|Nouvelle Aquitaine|CORREZE|EYBURIE|Meublé de tourisme
80633|2013-06026|Meublé de Tourisme à la Chapelle Saint Géraud|Tourisme et Handicap|M. Sylvain Duvinage|sylvain.duvinage@wanadoo.fr|http://www.domaine-du-belvedere.com/|607618482||auditif ; mental|19430|Le Billoux|Nouvelle Aquitaine|CORREZE|CHAPELLE-SAINT-GERAUD (LA)|Meublé de tourisme
80635|2013-06028|Gîte Retrouvance de Millevaches|Tourisme et Handicap|M.Monpoix|jacques.monpoix@onf.fr|http://www.onf.fr|555345313|555325793|auditif ; mental|19290|35 Place du Champs de Foire|Nouvelle Aquitaine|CORREZE|MILLEVACHES|Meublé de tourisme
80636|2013-06029|Gîte de Neuvialle|Tourisme et Handicap|M.Pascal Dubois|aglimousin@onf.fr|http://www.onf.fr|555345313|555325793|auditif ; mental|19290|Gîte de Neuvialle|Nouvelle Aquitaine|CORREZE|PEYRELEVADE|Meublé de tourisme
80637|2013-06030|les Gîtes de Soleilhet Meublé n°1|Tourisme et Handicap|Mme Richet|eliane.richet@sfr.fr|http://www.location-gite-en-correze.com|681591121||auditif ; mental ; moteur|19120|Soleilhet|Nouvelle Aquitaine|CORREZE|PUY D'ARNAC|Meublé de tourisme
80638|2013-06031|Les Eyrials, Chambre d'hôte La Quercyroise, la Limousine, la Périgourdine|Tourisme et Handicap|M. et Mme Matton|leseyrials@gmail.com||555254076||auditif ; mental|19500|Le Bourg|Nouvelle Aquitaine|CORREZE|SAILLAC|Chambre d'hôtes
80639|2013-06032|Les Eyrials, Gîte 2 personnes|Tourisme et Handicap|M. et Mme Matton|leseyrials@gmail.com||555254076||auditif ; visuel ; moteur ; mental|19500|Le Bourg|Nouvelle Aquitaine|CORREZE|SAILLAC|Meublé de tourisme
80640|2013-06033|Les Eyrials, Gîte 4 personnes|Tourisme et Handicap|M. et Mme Matton|leseyrials@gmail.com||555254076||auditif ; visuel ; mental|19500|Le Bourg|Nouvelle Aquitaine|CORREZE|SAILLAC|Meublé de tourisme
80642|2013-06035|Arboretum de Saint Setiers|Tourisme et Handicap|M. Nadalon|georges.nadalon@wanadoo.fr|http://www.parc-arboretum.com|555956175||auditif ; mental ; visuel|19290|Le Bourg|Nouvelle Aquitaine|CORREZE|SAINT SETIERS|Sport de nature
80643|2013-06036|Meublé de tourisme|Tourisme et Handicap|M. Mme Henry|lamaroussie@orange.fr|http://www.gite-lamaroussie-correze.blogspot.com/p/contact.html|555980408||auditif ; moteur ; mental|19510|La Maroussie|Nouvelle Aquitaine|CORREZE|SALON LA TOUR|Meublé de tourisme
80646|2013-06039|Meublé de tourisme M. Faugeron|Tourisme et Handicap|M. Jean-Marie Faugeron|gaec.faugeron@orange.fr|http://www.gites-de-France.com/location-vacances-uzerche-gite--,gites19_b2012.1.19G3185|0555730258 ; 0632440339||visuel ; moteur ; mental|19140|Le Champ|Nouvelle Aquitaine|CORREZE|UZERCHE|Meublé de tourisme
80648|2013-06041|Parcours pour enfant Vach D'Enquête|Tourisme et Handicap|M. Gabriel Moulin|cccbo21@wanadoo.fr|http://cccbo21.pagesperso-orange.fr|380201673|380201951|auditif|21360|4 Allée des Cordiers|Bourgogne Franche-Comté|COTE-D'OR|BLIGNY SUR OUCHE|Sport de nature
80649|2013-06042|Musée du Pays Châtillonnais - Trésor de Vix|Tourisme et Handicap|M. Hubert Brigand|accueil@musee-chatillonnais.fr|http://www.musee-vix.fr|380912467|380915176|mental|21400|14 rue de la Libération|Bourgogne Franche-Comté|COTE-D'OR|CHATILLON SUR SEINE|Lieu de visite
80650|2013-06043|Aniers en Pays Châtillonais|Tourisme et Handicap|M. Bruno Roger|aniers21@orange.fr|http://www.aniers-en-chatillonais.org|380932925|380932925|moteur|21400|Le Village|Bourgogne Franche-Comté|COTE-D'OR|CHEMIN D'AISEY|
80652|2013-06045|Office de Tourisme de Dijon|Tourisme et Handicap|M. Martin|info@otdijon.com|http://www.visitdijon.com|892700558|380309002|auditif ; mental ; moteur ; visuel|21000|11 rue des Forges|Bourgogne Franche-Comté|COTE-D'OR|DIJON|Office de tourisme
80654|2013-06047|Plage du Lac Kir|Tourisme et Handicap|M. Jean-Claude Decombard|fobriot@ville-dijon.fr|http://www.dijon.fr|380745771|380745229|auditif ; mental ; moteur|21000|Avenue du 1er Consul|Bourgogne Franche-Comté|COTE-D'OR|DIJON|
80656|2013-06049|Chambres d'Hôtes l'Ange Souriant|Tourisme et Handicap|Mme Carole Drogoul|a.souriant@orange.fr|http://www.ange-souriant.fr|380962493||auditif ; visuel ; moteur ; mental|21150|Rue Volontaire|Bourgogne Franche-Comté|COTE-D'OR|FLAVIGNY SUR OZERAIN|Chambre d'hôtes
80657|2013-06050|Restaurant La Musarde|Tourisme et Handicap|M. Marc Ogedub|hotel.rest.lamusarde@wanadoo.fr|http://www.lamusarde.fr|380562282|380566440|auditif ; moteur|21121|7 rue des Riottes|Bourgogne Franche-Comté|COTE-D'OR|HAUTEVILLE LES DIJON|Restaurant
80665|2013-06058|Centre Nautique Amphitrite|Tourisme et Handicap|M. Duclos|piscine-amphitrite@carilis.fr|http://www.carilis.fr/centre/amphitrite|380891520|380891524|mental ; moteur|21500|Rue Michel Servet|Bourgogne Franche-Comté|COTE-D'OR|MONTBARD|Sport de nature
80666|2013-06059|Office de Tourisme du Montbard|Tourisme et Handicap|M. Jean-Pierre Goyard|contact@ot-montbard.fr|http://www.ot-montbard.fr|380925381|380891738|auditif ; mental ; moteur ; visuel|21500|Place Henri Vincenot|Bourgogne Franche-Comté|COTE-D'OR|MONTBARD|Office de tourisme
80669|2013-06062|Ferme Fruirouge|Tourisme et Handicap|M. et Mme Olivier|ferme@fruirouge.fr|http://www.fruirouge.fr|380623625||auditif ; mental ; moteur ; visuel|21700|Hameau de Concoeur 2, place de l'église|Bourgogne Franche-Comté|COTE-D'OR|NUITS SAINT GEORGES|Lieu de visite
80671|2013-06064|L'Imaginarium, La Magie des Bulles|Tourisme et Handicap|M. Seguin|info@imaginarium-bourgogne.com|http://www.imaginarium-bourgogne.com|380626140|380626091|mental ; moteur|21700|Avenue du Jura|Bourgogne Franche-Comté|COTE-D'OR|NUITS SAINT GEORGES|Lieu de visite
80672|2013-06065|Office de Tourisme du Pays de Nuits-Saint-Georges|Tourisme et Handicap|Mme Chazotte|info@ot-nuits-st-georges.fr|http://www.ot-nuits-st-georges.fr|380621117|380613098|auditif ; mental ; moteur|21700|3 rue Sonoys|Bourgogne Franche-Comté|COTE-D'OR|NUITS SAINT GEORGES|Office de tourisme
80674|2013-06067|Sentier Louis Braille|Tourisme et Handicap|M. Jean-Paul Hiesse|mairie@mairie-plombieres21.com||380435236|380438567|auditif ; mental|21370|Adresse admin : Mairie Place de la Mairie|Bourgogne Franche-Comté|COTE-D'OR|PLOMBIÈRES LES DIJONS|Sport de nature
80676|2013-06069|Plage du Lac de Pont|Tourisme et Handicap|M. Marc Patriat|contact@cc-sinemurien.fr|http://www.cc-sinemurien.fr|380972665|380972804|auditif ; mental ; moteur ; visuel|21140|adresse admin: Communauté de Communes du Sinémurien BP 61 21140 SEMUR EN AUXOIS|Bourgogne Franche-Comté|COTE-D'OR|PONT ET MASSENE|
80680|2013-06073|Abbaye de Cîteaux|Tourisme et Handicap|Dom Quénardel|visites@citeaux-abbaye.com|http://www.citeaux-abbaye.com|380613258|380613259|auditif ; mental ; visuel|21700||Bourgogne Franche-Comté|COTE-D'OR|SAINT NICOLAS LES CÎTEAUX|Lieu de visite
80681|2013-06074|Sentier de l'Etang de Sainte Barbe en forêt domaniale de Chaumour|Tourisme et Handicap|M. Olivier Bene|ag.bourgogne-est@onf.fr||380768800|380768815|auditif ; mental ; moteur|21100|Saint Rémy|Bourgogne Franche-Comté|COTE-D'OR|SAINT RÉMY|Sport de nature
80682|2013-06075|Office de Tourisme de Saulieu|Tourisme et Handicap|M. Lionel Duvauchelle|saulieu-tourisme@orange.fr|http://www.saulieu.fr|380640021|380640021|auditif ; moteur ; mental|21210|24 rue d'Argentine|Bourgogne Franche-Comté|COTE-D'OR|SAULIEU|Office de tourisme
80683|2013-06076|Sentier entre Cent Fonts et Forêt du Millénaire|Tourisme et Handicap|M. Hubert Poullot|accueil@ccsd.fr|http://www.ccsud.fr|380791094|380791090|auditif ; mental ; moteur|21910|Communauté de Commune du Sud Dijonnais 6 rue du Foyer|Bourgogne Franche-Comté|COTE-D'OR|SAULON LA CHAPELLE|Sport de nature
80687|2013-06080|Gite Les Terriers|Tourisme et Handicap|M. Philippe Dubois|contact@les-terriers.fr|http://www.les-terriers.fr|380240366|380208156|auditif ; mental ; moteur|21200|Chevignerot|Bourgogne Franche-Comté|COTE-D'OR|VIGNOLES|Meublé de tourisme
80688|2013-06081|Sentier des Roches de Saffres|Tourisme et Handicap|M. Bernard Paut|cccvitteaux@wanadoo.fr|http://www.cc-vitteaux.fr/|380496566|380496916|auditif ; moteur|21350|Communauté de Communes  13 rue de l'Hôtel de Ville|Bourgogne Franche-Comté|COTE-D'OR|VITTEAUX|Sport de nature
80689|2013-06082|Camping Les Fauvettes|Tourisme et Handicap|M. Christian Urvoy|campingfauvettesbinic@orange.fr|http://www.ville-binic.fr|296736083||auditif ; mental ; moteur ; visuel|22520|13 Rue des Fauvettes|Bretagne|COTES-D'ARMOR|BINIC|Camping
80690|2013-06083|Gite de M. et Mme Kervoelen|Tourisme et Handicap|M. et Mme Kervoelen|loic.kervo@orange.fr|http://voila.fr/biniclocation - www.gite-vacances-bretagne.com|296692579||auditif ; visuel ; mental|22520|29 bis rue des Fontaines|Bretagne|COTES-D'ARMOR|BINIC|Meublé de tourisme
80691|2013-06084|Gîte Conemara|Tourisme et Handicap|Mme Rodde|contact@gites-de-frehel.com||296803510|296414554|auditif ; mental|22240|Saint Sébastien|Bretagne|COTES-D'ARMOR|FREHEL|Meublé de tourisme
80692|2013-06085|Les Gîtes du Buisson|Tourisme et Handicap|Mme Mireille Rault|gite@lebuisson.info|http://www.lebuisson.info|296415627||auditif ; moteur ; mental|22240|Le Buisson|Bretagne|COTES-D'ARMOR|FREHEL|Meublé de tourisme
80693|2013-06086|Office de Tourisme de Jugon Les Lacs|Tourisme et Handicap|Mme Le Branchu|tourisme.jugon.les.lacs@wanadoo.fr|http://www.jugon-les-lacs.com|296317075|296317927|auditif ; mental ; moteur ; visuel|22270|Place du Martray|Bretagne|COTES-D'ARMOR|JUGON LES LACS|Office de tourisme
80694|2013-06087|Gite n°1 La Roseraie|Tourisme et Handicap|Mme Botrel|michelbotrel@orange.fr|http://lafermeduchauchix.ifrance.com|296312588||auditif ; moteur ; visuel|22400|Ferme du Chauchix Le Chauchix|Bretagne|COTES-D'ARMOR|LAMBALLE|Meublé de tourisme
80695|2013-06088|Gite n° 2 Le Verger|Tourisme et Handicap|Mme Botrel|michelbotrel@orange.fr|http://lafermeduchauchix.ifrance.com|296312588||auditif ; visuel|22400|Ferme du Chauchix Le Chauchix|Bretagne|COTES-D'ARMOR|LAMBALLE|Meublé de tourisme
80696|2013-06089|Gîte d'étape|Tourisme et Handicap|M. Chevalier|mairiedelaniscat@wanadoo.fr|http://www.laniscat.fr|0296369600 ; 0699202257|296369601|auditif ; visuel ; moteur ; mental|22570|15 rue de Pen Ar Choad|Bretagne|COTES-D'ARMOR|LANISCAT|Meublé de tourisme
80698|2013-06091|Camping La Tourelle|Tourisme et Handicap|M. Le Président de la Communauté du Pays de Montcontour|camping@pays-montcontour.com||296735065|296735065|auditif ; mental ; moteur ; visuel|22510|Le Pont des Vallées Plémy|Bretagne|COTES-D'ARMOR|MONTCONTOUR|Camping
80699|2013-06092|Les Gîtes de Ty Glas Le Chêne|Tourisme et Handicap|M. Carriou|michel.carriou@wanadoo.fr||296222182|296222182|auditif ; mental ; moteur ; visuel|22740|Ty Glas|Bretagne|COTES-D'ARMOR|PLEUDANIEL|Meublé de tourisme
80700|2013-06093|Les Gîtes Ty Glas Le Châtaignier|Tourisme et Handicap|M. Carriou|||296222182|296222182|auditif ; mental ; moteur ; visuel|22740|Ty Glas|Bretagne|COTES-D'ARMOR|PLEUDANIEL|Meublé de tourisme
80703|2013-06096|Cité des Télécoms|Tourisme et Handicap|M. Roche|sguignard.ext@orange.frgroup.com|http://www.cite-telecoms.com|296466364|296239893|auditif ; mental ; moteur|22560|Parc du radôme|Bretagne|COTES-D'ARMOR|PLEUMEUR BODOU|Lieu de visite
80704|2013-06097|Gîte La Grange|Tourisme et Handicap|M. et Mme Cronin|clara.morland@btinternet.com|http://www.gites-en-tregor.com|296471786||auditif ; moteur|22300|route de Kerfons|Bretagne|COTES-D'ARMOR|PLOUBEZRE|Meublé de tourisme
80705|2013-06098|Gîte Kerderrien|Tourisme et Handicap|M. et Mme de la Poype|kerderrien.lapoype@orange.fr||474668392||auditif ; mental ; moteur|22820|kerderrien Hent Kergrec'h|Bretagne|COTES-D'ARMOR|PLOUGRESCANT|Meublé de tourisme
80706|2013-06099|Gîte Payen|Tourisme et Handicap|M. et Mme Payen|annic.payen@orange.fr|http://www.autourdelannion.com|296379530||auditif ; mental ; moteur|22300|7 rue de Lannion|Bretagne|COTES-D'ARMOR|PLOULEC'H|Meublé de tourisme
80707|2013-06100|Hôtel Ibis Ploumagoar - Guinguamp|Tourisme et Handicap|Mme Meslin|h7427@accor.com|http://www.ibishotel.com|296210941|296210030|auditif ; mental ; moteur ; visuel|22970|6 rue de la Chesnaye|Bretagne|COTES-D'ARMOR|PLOUMAGOAR|Hôtel
80708|2013-06101|Gîte de la Ville Hesry|Tourisme et Handicap|M. et Mme Mennesson|famille.mennesson@orange.fr||0296830692 ; 0669662271||auditif ; mental ; moteur ; visuel|22130|la Ville Hesry|Bretagne|COTES-D'ARMOR|PLUDUNO|Meublé de tourisme
80709|2013-06102|Gite Les Sables|Tourisme et Handicap|M. et Mme Méhouas|mcmehouas@netcourrier.com|http://www.les-sables-erquy.com|0296721112/0608942626||auditif ; visuel ; moteur|22240|16 Chemin de la None Les Sables|Bretagne|COTES-D'ARMOR|PLURIEN|Meublé de tourisme
80710|2013-06103|Office de Tourisme de Quintin|Tourisme et Handicap|Mme Françoise Guillou|accueil@tourismequintin.com|http://www.tourismequintin.com|296740151||auditif ; mental ; moteur ; visuel|22800|6 Place 1830|Bretagne|COTES-D'ARMOR|QUINTIN|Office de tourisme
80711|2013-06104|Hôtel Edgar/restaurant brunch Edgar|Tourisme et Handicap|M. et Mme Meslin|resa@hotel-edgar.fr, bvivier@groupesmi.fr|http://saint-brieuc-hotel.fr/|296602727||auditif ; mental ; visuel|22000|15 rue Jouallan|Bretagne|COTES-D'ARMOR|SAINT BRIEUC|Hôtel
80713|2013-06106|Gite L'Hortensia N°1|Tourisme et Handicap|M. Yannick Malassis|yannickmls@wanadoo.fr||296738742||auditif ; moteur ; mental|22800|La Grande Ville Tano|Bretagne|COTES-D'ARMOR|SAINT DONAN|Meublé de tourisme
80714|2013-06107|Gite Les Mouettes N°2|Tourisme et Handicap|M. Yannick Malassis|yannickmls@wanadoo.fr||296738742||auditif ; mental|22800|La Grande Ville Tano|Bretagne|COTES-D'ARMOR|SAINT DONAN|Meublé de tourisme
80716|2013-06109|Camping Creuse Nature|Tourisme et Handicap|M. Geerlofs|creuse.nature@wanadoo.fr|http://www.creuse-nature.com|555651801|555651801|auditif ; mental|23600|Route de Betête|Nouvelle Aquitaine|CREUSE|BOUSSAC|Camping
80723|2013-06116|Hôtel Kyriad|Tourisme et Handicap|M.Touratier|gueret@kyriad.fr|http://www.kyriad.fr|555801160|555801161|mental ; visuel|23000|3 avenue René Cassin|Nouvelle Aquitaine|CREUSE|GUERET|Hôtel
